30.2399	49.4778	-3.39949	-22.0176	47.9861	31.9649	-0.0625	2043	2.51683	-46.1854	1.37178	-40.9471	27.9863	10.7497	-0.21875	2048
30.2399	49.4778	-3.39949	-22.0176	47.9861	31.9649	-0.0625	2043	2.51769	-46.1828	1.39246	-40.9669	27.9863	12.9115	0.015625	2048
30.2399	49.4778	-3.39949	-22.0176	47.9861	31.9649	-0.0625	2043	2.51769	-46.1828	1.39246	-40.9669	27.9863	12.9115	0.015625	2048
30.2486	49.4916	-3.33142	-23.3226	49.2266	17.119	-0.0625	2043	2.51769	-46.1828	1.39246	-40.9669	27.9863	12.9115	0.015625	2048
30.2486	49.4916	-3.33142	-23.3226	49.2266	17.119	-0.0625	2043	2.52028	-46.1819	1.39936	-41.1329	27.9864	16.4015	0.015625	2048
30.2486	49.4916	-3.33142	-23.3226	49.2266	17.119	-0.0625	2043	2.52028	-46.1819	1.39936	-41.1329	27.9864	16.4015	0.015625	2048
30.2985	49.4881	-2.83941	-24.759	50.45	9.90437	-0.0625	2043	2.52028	-46.1819	1.39936	-41.1329	27.9864	16.4015	0.015625	2048
30.2985	49.4881	-2.83941	-24.759	50.45	9.90437	-0.0625	2043	2.52028	-46.1819	1.39936	-41.1329	27.9864	16.4015	0.015625	2048
30.2985	49.4881	-2.83941	-24.759	50.45	9.90437	-0.0625	2043	2.5332	-46.1819	1.40108	-41.2043	27.9864	18.928	0.015625	2048
30.2985	49.4881	-2.83941	-24.759	50.45	9.90437	-0.0625	2043	2.5332	-46.1819	1.40108	-41.2043	27.9864	18.928	0.015625	2048
30.3321	49.4519	-2.4732	-26.4231	51.7105	6.31009	-0.0625	2043	2.5332	-46.1819	1.40108	-41.2043	27.9864	18.928	0.015625	2048
30.3321	49.4519	-2.4732	-26.4231	51.7105	6.31009	-0.0625	2043	2.5332	-46.1819	1.40108	-41.2043	27.9864	18.928	0.015625	2048
30.3321	49.4519	-2.4732	-26.4231	51.7105	6.31009	-0.0625	2043	2.71846	-46.2491	1.41745	-41.2495	27.9865	21.3762	0.015625	2048
30.3321	49.4519	-2.4732	-26.4231	51.7105	6.31009	-0.0625	2043	2.71846	-46.2491	1.41745	-41.2495	27.9865	21.3762	0.015625	2048
30.3563	49.3683	-2.38617	-27.9032	52.9821	4.30459	-0.0625	2043	2.71846	-46.2491	1.41745	-41.2495	27.9865	21.3762	0.015625	2048
30.3563	49.3683	-2.38617	-27.9032	52.9821	4.30459	-0.0625	2043	2.71846	-46.2491	1.41745	-41.2495	27.9865	21.3762	0.015625	2048
30.3563	49.3683	-2.38617	-27.9032	52.9821	4.30459	-0.0625	2043	2.71846	-46.2491	1.41745	-41.2495	27.9865	21.3762	0.015625	2048
30.3563	49.3683	-2.38617	-27.9032	52.9821	4.30459	-0.0625	2043	2.71846	-46.2491	1.41745	-41.2495	27.9865	21.3762	0.015625	2048
30.3563	49.3683	-2.38617	-27.9032	52.9821	4.30459	-0.0625	2043	2.71846	-46.2491	1.41745	-41.2495	27.9865	21.3762	0.015625	2048
30.3563	49.3683	-2.38617	-27.9032	52.9821	4.30459	-0.0625	2043	3.19152	-47.0686	2.18089	-41.3075	27.9867	26.2988	0.015625	2048
30.3563	49.3683	-2.38617	-27.9032	52.9821	4.30459	-0.0625	2043	3.19152	-47.0686	2.18089	-41.3075	27.9867	26.2988	0.015625	2048
30.6277	48.8134	-0.799828	-30.6576	55.2116	3.54928	-0.0625	2043	3.19152	-47.0686	2.18089	-41.3075	27.9867	26.2988	0.015625	2048
30.6277	48.8134	-0.799828	-30.6576	55.2116	3.54928	-0.0625	2043	3.19152	-47.0686	2.18089	-41.3075	27.9867	26.2988	0.015625	2048
30.6277	48.8134	-0.799828	-30.6576	55.2116	3.54928	-0.0625	2043	3.30871	-47.384	2.32738	-41.3381	27.987	29.242	0.015625	2048
30.6277	48.8134	-0.799828	-30.6576	55.2116	3.54928	-0.0625	2043	3.30871	-47.384	2.32738	-41.3381	27.987	29.242	0.015625	2048
31.2257	48.5618	-0.681778	-32.3912	55.8936	3.62741	-0.0625	2043	3.30871	-47.384	2.32738	-41.3381	27.987	29.242	0.015625	2048
31.2257	48.5618	-0.681778	-32.3912	55.8936	3.62741	-0.0625	2043	3.30871	-47.384	2.32738	-41.3381	27.987	29.242	0.015625	2048
31.2257	48.5618	-0.681778	-32.3912	55.8936	3.62741	-0.0625	2043	3.34921	-47.3969	2.67549	-41.0173	27.987	31.1433	0.015625	2048
31.2257	48.5618	-0.681778	-32.3912	55.8936	3.62741	-0.0625	2043	3.34921	-47.3969	2.67549	-41.0173	27.987	31.1433	0.015625	2048
